,index,Individual_ID,DropoutPrediction,Probability_NoDrop,Probability_Drop,SR_NO,AGE,SCHOOL_ENTRY_AGE,LEV_CURR_ATTEND,COURSE_CD,DURATION_ACADEMY,WH_PRESENT_CLASS,INSTITUTION_CD,INSTITUTION_NATURE_CD,REASON_PRIVATE,MEDIUM_CD,LANGUAGE_CD,TYPE_COURSE_CD,EDUCATION_FREE,FEE_WAIVED,ANNUAL_AMT_WAIVED,REASON_WAIVED,SCHOLARSHIP,ANNUAL_AMT_RECVD,SCHOLARSHIP_TYPE,AGENCY,RECVD_TXT_BOOK_CD,RECVD_STAT_CD,FREE_MID_DAY_MEAL,PROVIDED_AGENCY,TRANSPORT_CD,CONCESSION_RECVD,DIST_RESIDENCE,EDU_INSTIT_CHANGE,PRIV_COACHING,PROPOSE_PRIV_COACHING,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
4397,4793,9675836,1.0,0.023143750463324245,0.9768562495366726,6,20.0,6.0,14.0,5.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,3.0,,,2.0,,,,,,2.0,,9.0,,5.0,3.0,2.0,,6,1,5,71,967583
4398,4794,9675835,1.0,0.02256874898864713,0.9774312510113556,5,22.0,6.0,15.0,5.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,3.0,2.0,,5,1,5,71,967583
4400,4797,9690103,1.0,0.20439040868353106,0.7956095913164691,3,23.0,6.0,13.0,14.0,12.0,1.0,1.0,,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,3.0,1.0,2.0,,3,1,5,71,969010
4402,4799,9690123,1.0,0.22792674112166714,0.7720732588783333,3,6.0,6.0,7.0,1.0,12.0,1.0,4.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,4.0,1.0,1.0,1.0,3,1,5,71,969012
4406,4805,9690174,1.0,0.031136605296459178,0.9688633947035407,4,9.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,4,1,5,71,969017
4407,4806,9690173,1.0,0.03268675571951662,0.9673132442804838,3,14.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,3.0,1.0,2.0,,3,1,5,71,969017
4409,4808,9690214,1.0,0.028310949645329927,0.9716890503546683,4,13.0,6.0,8.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,2.0,,5.0,1.0,2.0,,4,1,5,71,969021
4411,4810,9690224,1.0,0.07080108258733261,0.929198917412667,4,18.0,6.0,11.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,1.0,2.0,,5.0,1.0,2.0,,4,1,5,71,969022
4412,4811,9690223,1.0,0.07483321441795164,0.9251667855820491,3,20.0,6.0,16.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,1.0,450.0,1.0,1.0,1.0,6.0,2.0,,2.0,,5.0,1.0,2.0,,3,1,5,71,969022
4413,4812,9690225,1.0,0.06629447502148365,0.9337055249785152,5,16.0,6.0,10.0,1.0,12.0,2.0,3.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,,2.0,,5.0,2.0,2.0,,5,1,5,71,969022
4414,4813,9690235,1.0,0.016379036493263683,0.9836209635067381,5,11.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,2.0,,5.0,1.0,2.0,,5,1,5,71,969023
4415,4814,9690246,1.0,0.08264325055526262,0.917356749444738,6,9.0,6.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,6,1,5,71,969024
4417,4816,9690256,1.0,0.028372956793840717,0.9716270432061583,6,8.0,6.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,3.0,1.0,9.0,6,1,5,71,969025
4418,4817,9690255,1.0,0.03061279250966686,0.9693872074903342,5,10.0,6.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,2.0,,3.0,3.0,1.0,9.0,5,1,5,71,969025
4423,4822,9690333,1.0,0.17604094056574476,0.8239590594342538,3,20.0,6.0,13.0,14.0,12.0,2.0,2.0,,5.0,15.0,15.0,1.0,1.0,,,,1.0,4000.0,2.0,1.0,4.0,4.0,2.0,,4.0,,5.0,1.0,2.0,,3,1,5,71,969033
4439,4841,9672583,1.0,0.011982100210183796,0.9880178997898178,3,22.0,6.0,13.0,14.0,2.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,2.0,1.0,2.0,,3,1,5,71,967258
4446,4850,9656624,1.0,0.010180494665942504,0.9898195053340586,4,15.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,4,1,5,71,965662
4447,4851,9656627,1.0,0.009357916216806,0.9906420837831923,7,8.0,5.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,7,1,5,71,965662
4448,4852,9656635,1.0,0.001535953062825928,0.9984640469371723,5,16.0,5.0,11.0,1.0,12.0,2.0,2.0,,4.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,5,1,5,71,965663
4449,4853,9656714,1.0,0.1368574614703414,0.863142538529658,4,25.0,5.0,15.0,10.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,4,1,5,71,965671
4451,4855,9656704,1.0,0.003779212925503082,0.9962207870744958,4,22.0,5.0,14.0,13.0,12.0,2.0,3.0,1.0,5.0,2.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,4,1,5,71,965670
4452,4856,9656705,1.0,0.04634005339404037,0.9536599466059603,5,18.0,5.0,12.0,13.0,12.0,2.0,3.0,1.0,5.0,2.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,5,1,5,71,965670
4453,4857,9656734,1.0,0.0014839086077470221,0.9985160913922537,4,20.0,5.0,14.0,4.0,12.0,2.0,3.0,2.0,5.0,2.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,4,1,5,71,965673
4454,4858,9656735,1.0,0.0015319167500555634,0.9984680832499457,5,18.0,5.0,13.0,4.0,12.0,2.0,3.0,2.0,5.0,2.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,5,1,5,71,965673
4455,4859,9656742,1.0,0.14324047409987603,0.8567595259001258,2,10.0,5.0,8.0,1.0,12.0,2.0,3.0,2.0,5.0,12.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,1.0,1.0,2,1,5,71,965674
4457,4861,9656755,1.0,0.005995293175562687,0.9940047068244383,5,18.0,5.0,11.0,1.0,12.0,2.0,2.0,,5.0,2.0,12.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,2.0,5,1,5,71,965675
4460,4864,9656814,1.0,0.14324950461913188,0.8567504953808713,4,13.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,1.0,1.0,4,1,5,71,965681
4461,4865,9656815,1.0,0.012633299434350887,0.9873667005656465,5,9.0,5.0,7.0,1.0,12.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,1.0,1.0,5,1,5,71,965681
4466,4870,9652673,1.0,0.14491102757349322,0.8550889724265069,3,10.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,965267
4468,4872,9675884,1.0,0.0555097616729619,0.9444902383270364,4,8.0,6.0,7.0,,1.0,12.0,2.0,2.0,,6.0,2.0,1.0,1.0,2.0,500.0,6.0,2.0,0.0,0.0,,2.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,967588
4469,4873,9675885,1.0,0.050046438929620206,0.9499535610703792,5,5.0,3.0,6.0,7.0,1.0,12.0,2.0,2.0,,6.0,2.0,1.0,1.0,,1000.0,6.0,1.0,1000.0,6.0,1.0,2.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,5,1,5,71,967588
4472,4876,9675895,1.0,0.032504072252985565,0.9674959277470154,5,10.0,6.0,7.0,1.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,500.0,6.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,5,1,5,71,967589
4481,4885,9675974,1.0,0.07702233895224642,0.922977661047755,4,18.0,6.0,15.0,6.0,12.0,2.0,1.0,1.0,,1.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,1.0,1.0,2.0,,4,1,5,71,967597
4483,4887,9675975,1.0,0.07478858558868215,0.9252114144113179,5,16.0,6.0,13.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,1.0,1.0,2.0,,5,1,5,71,967597
4484,4888,9675986,1.0,0.04644541753675662,0.953554582463245,6,15.0,6.0,8.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,1.0,1200.0,1.0,2.0,,,,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,6,1,5,71,967598
4485,4889,9675996,1.0,0.010958201113030391,0.9890417988869682,6,9.0,5.0,7.0,1.0,12.0,2.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,9.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,6,1,5,71,967599
4486,4890,9675995,1.0,0.011240984331056414,0.9887590156689435,5,10.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,9.0,9.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,5,1,5,71,967599
4493,4899,9690343,1.0,0.12058207603820363,0.8794179239617961,3,17.0,6.0,11.0,2.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,1.0,,3.0,1.0,1200.0,2.0,1.0,6.0,6.0,2.0,,4.0,,5.0,5.0,2.0,,3,1,5,71,969034
4494,4900,9690358,1.0,0.19989901311638647,0.8001009868836138,8,14.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,8,1,5,71,969035
4495,4901,9690357,1.0,0.19989901311638647,0.8001009868836138,7,14.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,7,1,5,71,969035
4501,4907,9690714,1.0,0.12589829312124895,0.8741017068787527,4,20.0,6.0,11.0,2.0,12.0,1.0,1.0,,,15.0,15.0,1.0,2.0,1.0,,2.0,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,4,1,5,71,969071
4502,4908,9690713,1.0,0.12802743023170413,0.871972569768297,3,18.0,6.0,11.0,2.0,12.0,1.0,1.0,,,15.0,15.0,1.0,2.0,1.0,1000.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,,3,1,5,71,969071
4504,4910,9690723,1.0,0.09598958769671942,0.9040104123032807,3,12.0,6.0,7.0,1.0,,1.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,969072
4506,4912,9690733,1.0,0.04087728899612419,0.9591227110038751,3,6.0,6.0,7.0,1.0,12.0,1.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,969073
4508,4915,9690763,1.0,0.04190635397350896,0.9580936460264926,3,18.0,6.0,13.0,3.0,12.0,1.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,4.0,1.0,1.0,9.0,3,1,5,71,969076
4516,4923,9690854,1.0,0.011407653747405627,0.9885923462525937,4,20.0,6.0,15.0,6.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,1.0,,2.0,1.0,20000.0,2.0,1.0,6.0,6.0,2.0,,1.0,,3.0,1.0,2.0,,4,1,5,71,969085
4517,4924,9690864,1.0,0.20576170035193767,0.7942382996480616,4,8.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,1.0,9.0,4,1,5,71,969086
4518,4925,9690863,1.0,0.021703264094396484,0.9782967359056021,3,11.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,1.0,9.0,3,1,5,71,969086
4520,4927,9672794,1.0,0.17442651336045206,0.8255734866395467,4,18.0,6.0,11.0,3.0,12.0,2.0,2.0,,3.0,2.0,15.0,1.0,2.0,2.0,1000.0,9.0,1.0,1000.0,3.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,2.0,4,1,5,71,967279
4521,4928,9672793,1.0,0.01665342840269912,0.9833465715973017,3,19.0,6.0,11.0,5.0,12.0,2.0,2.0,,3.0,2.0,15.0,1.0,2.0,2.0,5000.0,9.0,1.0,2000.0,3.0,1.0,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,1.0,2.0,3,1,5,71,967279
4522,4929,9672795,1.0,0.017275968954690253,0.9827240310453113,5,17.0,6.0,11.0,3.0,12.0,2.0,2.0,,3.0,2.0,15.0,1.0,2.0,2.0,2000.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,2.0,5,1,5,71,967279
4523,4930,9672804,1.0,0.18640882490971764,0.813591175090284,4,16.0,6.0,11.0,4.0,12.0,2.0,2.0,,,15.0,15.0,1.0,2.0,1.0,100.0,3.0,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,1.0,3.0,4,1,5,71,967280
4524,4931,9672803,1.0,0.017161976364973883,0.9828380236350276,3,18.0,6.0,14.0,6.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,1.0,7500.0,3.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,,,3,1,5,71,967280
4533,4946,9672994,1.0,0.09182304254739176,0.9081769574526066,4,15.0,6.0,11.0,3.0,12.0,1.0,1.0,,,2.0,15.0,1.0,2.0,2.0,800.0,2.0,2.0,,,,6.0,6.0,2.0,,9.0,,1.0,1.0,1.0,1.0,4,1,5,71,967299
4536,4949,9673024,1.0,0.08337661379510637,0.916623386204892,4,10.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,2.0,6.0,2.0,,9.0,,3.0,1.0,1.0,1.0,4,1,5,71,967302
4537,4950,9673023,1.0,0.09124412054076057,0.9087558794592402,3,14.0,6.0,8.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,967302
4542,4955,9742603,1.0,0.0851456429373464,0.9148543570626523,3,9.0,5.0,7.0,1.0,12.0,2.0,2.0,3.0,1.0,2.0,24.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,3,1,5,71,974260
4543,4956,9742612,1.0,0.04630103153157019,0.953698968468429,2,19.0,6.0,13.0,4.0,12.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,2.0,,,,5.0,5.0,2.0,,3.0,1.0,3.0,1.0,2.0,,2,1,5,71,974261
4550,4963,9742633,1.0,0.081764116851293,0.9182358831487063,3,7.0,5.0,7.0,1.0,12.0,2.0,2.0,3.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,9.0,3,1,5,71,974263
4551,4964,9742664,1.0,0.04346685227499398,0.9565331477250051,4,20.0,6.0,13.0,13.0,12.0,2.0,1.0,1.0,,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,1.0,6.0,2.0,,3.0,1.0,4.0,1.0,2.0,,4,1,5,71,974266
4552,4965,9742676,1.0,0.17322828842700597,0.8267717115729944,6,19.0,6.0,12.0,6.0,12.0,2.0,2.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,6,1,5,71,974267
4553,4966,9742675,1.0,0.1694921913547716,0.8305078086452273,5,23.0,6.0,16.0,14.0,6.0,2.0,2.0,1.0,4.0,2.0,15.0,2.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,5.0,2.0,,5,1,5,71,974267
4555,4968,9742693,1.0,0.16006006150839053,0.8399399384916102,3,15.0,6.0,8.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,3,1,5,71,974269
4558,4971,9742723,1.0,0.03927058024521464,0.9607294197547854,3,17.0,5.0,13.0,6.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,2.0,1.0,2.0,,3,1,5,71,974272
4563,4976,9742764,1.0,0.0777677497622879,0.9222322502377135,4,14.0,5.0,11.0,4.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,974276
4564,4977,9742763,1.0,0.007022783520350777,0.9929772164796501,3,13.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,3,1,5,71,974276
4565,4978,9742773,1.0,0.007851126105476511,0.9921488738945226,3,14.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,3,1,5,71,974277
4566,4979,9742775,1.0,0.0856805882606056,0.914319411739395,5,17.0,5.0,11.0,3.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,5,1,5,71,974277
4570,4983,9742841,1.0,0.15987438484022432,0.8401256151597782,1,23.0,6.0,13.0,14.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,1,1,5,71,974284
4575,4988,9676084,1.0,0.19993989531096323,0.8000601046890375,4,14.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,1.0,1000.0,1.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,967608
4576,4989,9676083,1.0,0.2083409246976024,0.791659075302397,3,15.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,1.0,1.0,1.0,,,,1.0,1000.0,1.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,3,1,5,71,967608
4579,4992,96761010,1.0,0.16912728897831075,0.8308727110216877,10,6.0,5.0,7.0,1.0,12.0,2.0,4.0,2.0,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,10,1,5,71,967610
4591,5006,9676223,1.0,0.1396076588886021,0.8603923411113985,3,23.0,6.0,15.0,2.0,12.0,1.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,967622
4593,5008,9676323,1.0,0.027978461874724997,0.9720215381252745,3,18.0,6.0,11.0,4.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,2.0,3.0,,,1.0,1200.0,2.0,1.0,6.0,6.0,2.0,,4.0,,3.0,1.0,2.0,,3,1,5,71,967632
4594,5009,9676325,1.0,0.027105134041296185,0.9728948659587036,5,13.0,6.0,8.0,1.0,12.0,2.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,3.0,,,2.0,,,,2.0,6.0,2.0,,4.0,,3.0,4.0,2.0,,5,1,5,71,967632
4609,5024,9690956,1.0,0.13109670289142872,0.8689032971085701,6,10.0,5.0,8.0,1.0,12.0,1.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,0.0,,,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,,6,1,5,71,969095
4622,5037,9677873,1.0,0.11432469411077696,0.8856753058892236,3,14.0,6.0,8.0,1.0,12.0,2.0,4.0,1.0,,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,2.0,2.0,,3,1,5,71,967787
4642,5057,9650284,1.0,0.17085250752769607,0.8291474924723026,4,16.0,5.0,11.0,4.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,4.0,1.0,1.0,3.0,4,1,5,71,965028
4643,5058,9650283,1.0,0.017020110844660867,0.9829798891553377,3,20.0,5.0,13.0,6.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,965028
4644,5059,9654204,1.0,0.0961494728902782,0.903850527109723,4,16.0,5.0,11.0,4.0,12.0,2.0,3.0,,5.0,2.0,1.0,1.0,2.0,2.0,,9.0,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,2.0,1.0,1.0,4,1,5,71,965420
4645,5060,9713324,1.0,0.032746414292013575,0.967253585707987,4,15.0,6.0,10.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,971332
4646,5061,9713323,1.0,0.03241079124306598,0.9675892087569343,3,18.0,6.0,12.0,5.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,971332
4647,5062,9713334,1.0,0.005458887319259363,0.9945411126807412,4,5.0,5.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,971333
4648,5063,9713333,1.0,0.005352748872281662,0.994647251127719,3,7.0,5.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,971333
4649,5064,9713353,1.0,0.23317902258456044,0.766820977415439,3,8.0,5.0,7.0,1.0,8.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,971335
4653,5068,9713384,1.0,0.026920210858434275,0.9730797891415671,4,8.0,6.0,7.0,1.0,9.0,2.0,1.0,,,15.0,15.0,1.0,1.0,1.0,,3.0,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,971338
4654,5069,9713394,1.0,0.02335657376328083,0.97664342623672,4,10.0,5.0,7.0,1.0,8.0,2.0,1.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4,1,5,71,971339
4655,5070,9713393,1.0,0.02548274763990768,0.9745172523600931,3,12.0,5.0,10.0,1.0,8.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,,3.0,1.0,2.0,1.0,2.0,,3,1,5,71,971339
4695,5110,9689664,1.0,0.11237000525200243,0.8876299947479969,4,8.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4,1,5,71,968966
4696,5111,9689663,1.0,0.120536461807736,0.8794635381922655,3,10.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,3,1,5,71,968966
4697,5112,9689673,1.0,0.19092882465167405,0.8090711753483265,3,22.0,6.0,15.0,2.0,12.0,2.0,3.0,1.0,1.0,15.0,15.0,1.0,2.0,3.0,,,1.0,700.0,3.0,1.0,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,3,1,5,71,968967
4698,5113,9689683,1.0,0.10285881581732415,0.8971411841826751,3,10.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,3,1,5,71,968968
4705,5120,9763133,1.0,0.15982145814923396,0.8401785418507659,3,7.0,6.0,7.0,1.0,12.0,2.0,2.0,,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,2.0,1.0,2.0,,3,1,5,71,976313
4706,5121,9763144,1.0,0.06288053237872562,0.937119467621273,4,10.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,1.0,600.0,2.0,1.0,2.0,6.0,2.0,,3.0,2.0,2.0,1.0,2.0,,4,1,5,71,976314
4707,5122,9763173,1.0,0.24673436747168212,0.7532656325283195,3,29.0,6.0,16.0,8.0,12.0,2.0,2.0,,5.0,2.0,29.0,1.0,2.0,3.0,,,1.0,2500.0,9.0,1.0,6.0,6.0,2.0,,,9.0,1.0,1.0,1.0,1.0,3,1,5,71,976317
